region,region_code,district_code,lga,ward,subvillage
Kilimanjaro,3,4,Moshi Rural,Kilema Kusini,Koliakita
Shinyanga,17,8,Kishapu,Uchunga,Mwamala
Mara,20,6,Rorya,Mirare,Iringo
Dodoma,1,1,Kondoa,Farkwa,Mbuyuni
Ruvuma,10,1,Tunduru,Marumba,Mwinyi
Mara,20,3,Musoma Rural,Kukirango,Kumimbi
Mtwara,9,4,Tandahimba,Mahuta,Mirikani
Kagera,18,2,Bukoba Rural,Ibwera,Kibona
Kagera,18,7,Misenyi,Kakunyu,Kitoboka
Dodoma,1,4,Chamwino,Manzase,Kalembo
Ruvuma,10,5,Namtumbo,Lusewa,Makambako
Lindi,8,3,Nachingwea,Namikango,Nambunde
Ruvuma,10,1,Tunduru,Marumba,Tuleane
Mwanza,19,5,Sengerema,Nyehunge,Ndagula
Singida,13,2,Singida Rural,Maghojea,Senge
Lindi,80,43,Liwale,Mpigamiti,Matangini
Tabora,14,2,Igunga,Nkinga,Bwawani
Rukwa,15,1,Mpanda,Mpanda Ndogo,Masemba
Kagera,18,30,Ngara,Kibimba,Ruganzo B
Mwanza,19,4,Kwimba,Nyamilama,Nyasato
Mwanza,19,5,Sengerema,Igalula,Bulanda
Shinyanga,17,3,Shinyanga Rural,Itwangi,Nsekela
Tanga,4,6,Handeni,Kwamatuku,Kwamatuku
Dodoma,1,5,Dodoma Urban,Tambuka Reli,Nyerere
Kilimanjaro,3,1,Rombo,Shimbi,Kwandele
Kigoma,16,2,Kasulu,Rusesa,Bukombe
Kilimanjaro,3,3,Same,Kihurio,Dengemaya
Rukwa,15,3,Nkasi,Kirando,Kamwanda
Lindi,80,23,Lindi Rural,Mipingo,Mangoma
Ruvuma,10,3,Mbinga,Kingerikiti,Malamala Bondeni
Kilimanjaro,3,1,Rombo,Kirwa Keni,Kinyauli
Kilimanjaro,3,2,Mwanga,Lembeni,Kilometa
Mwanza,19,7,Missungwi,Kasololo,Hiloleli
Manyara,21,5,Kiteto,Kijungu,Loobosireti
Kigoma,16,1,Kibondo,Kibondo Urban,Mlesha
Kagera,18,8,Chato,Katende,Isamilo
Kagera,18,7,Misenyi,Bwanjai,Nyakijoga
Tanga,4,3,Muheza,Misozwe,Kilindini
Singida,13,1,Iramba,Kaselya,Rudisha
Tabora,14,2,Igunga,Chabutwa,Mnazi Mmoja
Tabora,14,1,Nzega,Ikindwa,Libongoya
Mara,20,4,Bunda,Kisorya,Bushola
Shinyanga,17,1,Bariadi,Nyakabindi,Ipanga
Kagera,18,2,Bukoba Rural,Kyamuraile,Kamukana
Shinyanga,17,1,Bariadi,Lagangabilili,Mwamile
Lindi,80,43,Liwale,Ngongowele,Mburi 'A'
Mwanza,19,5,Sengerema,Bupandwamhela,Mkondoni A
Manyara,21,3,Mbulu,Tlawi,Saata
Arusha,2,1,Monduli,Makuyuni,Engasiti
Ruvuma,10,1,Tunduru,Namasakata,Mchenjeuka
Mtwara,90,33,Masasi,Mwena,Mikumi
Kigoma,16,1,Kibondo,Nyamtukuza,Kumutukula
Kagera,18,1,Karagwe,Nkwenda,Runyinyi
Dodoma,1,5,Dodoma Urban,Mtumba,Ghung'Ugu
Kigoma,16,3,Kigoma Rural,Bitale,Kasgamba
Mara,20,3,Musoma Rural,Bwasi,Kagera
Rukwa,15,2,Sumbawanga Rural,Kipeta,Mabatini
Mwanza,19,4,Kwimba,Mwang'halanga,Mahiga
Ruvuma,10,5,Namtumbo,Mgombasi,Zanzibar
Ruvuma,10,1,Tunduru,Namwinyu,Kitaganya
Mara,20,4,Bunda,Sazira,Nyendo
Shinyanga,17,6,Meatu,Mwandoya,Mwang'Inwa
Mara,20,4,Bunda,Nyamuswa,Shuleni
Tanga,4,1,Lushoto,Malindi,Mgombani
Pwani,6,1,Bagamoyo,Kiromo,Baukani B
Pwani,60,53,Rufiji,Mbwara,Magharibi
Arusha,2,1,Monduli,Lolkisale,Lolkisale B
Kagera,18,7,Misenyi,Kakunyu,Bubale
Arusha,2,3,Arusha Urban,Elerai,Elerai
Rukwa,15,1,Mpanda,Magamba,Bearing
Tanga,4,2,Korogwe,Kwamndolwa,Muembeni
Mtwara,9,4,Tandahimba,Chaume,Mmongo
Rukwa,15,2,Sumbawanga Rural,Mwazye,Mwasepa
Rukwa,15,2,Sumbawanga Rural,Mwimbi,Tanga
Mara,20,4,Bunda,Bunda,Katoliki
Mwanza,19,4,Kwimba,Bungulwa,Shilabela
Mbeya,12,7,Mbarali,Mawindi,Mkandimi B
Pwani,60,63,Mafia,Mibulani,Micheni
Morogoro,5,1,Kilosa,Chakwale,Ilala
Dodoma,1,4,Chamwino,Manchali,Mjimpya
Mwanza,19,4,Kwimba,Mhande,Nyakalemve
Tanga,4,1,Lushoto,Vuga,Kibalazi
Mtwara,90,33,Newala,Mnekachi,Chidya
Dodoma,1,1,Mpwapwa,Wotta,Uwanja Wa Ndege
Iringa,11,2,Mufindi,Luhunga,L
Ruvuma,10,4,Songea Rural,Lilambo,Mawanja
Mwanza,19,6,Geita,Nyakamwaga,Genge5
Tabora,14,4,Urambo,Kashishi,Shikule A
Mtwara,9,4,Tandahimba,Mkonjowano,Usalama
Dar es Salaam,7,3,Temeke,Kisarawe II,Kanisani
Kagera,18,2,Bukoba Rural,Maruku,Bugashani
Pwani,6,4,Mkuranga,Lukanga,Kizinga
Iringa,11,4,Njombe,Igosi,Usangi
Rukwa,15,2,Sumbawanga Rural,Mwimbi,Chipapa B
Tabora,14,1,Nzega,Mogwa,Manyinya
Kigoma,16,1,Kibondo,Rugongowe,Sakanyege
Lindi,80,53,Ruangwa,Likunja,Namkorowonjo
Lindi,80,62,Lindi Rural,Tandangongoro,Cheleweni
Kagera,18,4,Biharamulo,Biharamulo Urban,Ng'Ambo
Kilimanjaro,3,5,Hai,Machame Kusini,Upareni
Mwanza,19,2,Magu,Sukuma,Nyantimba
Kagera,18,2,Bukoba Rural,Rubale,Kamunya
Ruvuma,10,2,Songea Rural,Mpitimbi,Mwembechai
Singida,13,1,Iramba,Kiomboi,King'Inga B
Mwanza,19,4,Kwimba,Lyoma,Bupuli
Shinyanga,17,1,Bariadi,Lugulu,Niga
Mtwara,99,1,Mtwara Rural,Naumbu,Msikitini
Mtwara,90,33,Newala,Chitekete,Kankundane
Shinyanga,17,1,Bariadi,Gamboshi,Mwabuki
Singida,13,2,Singida Rural,Issuwa,Mnang'Ana
Shinyanga,17,6,Meatu,Kisesa,Mwabugulula
Mbeya,12,6,Mbozi,Halungu,Karashi
Dodoma,1,4,Chamwino,Mphwayungu,Chidachi
Kigoma,16,2,Kigoma Rural,Mahembe,Syosyo
Dodoma,1,4,Chamwino,Mvumi Makulu,Azimio
Mwanza,19,2,Magu,Mwamabanza,Nyamijundu
Mwanza,19,4,Kwimba,Nyamilama,Mwangahuga
Mwanza,19,2,Magu,Sukuma,Misungwi
Mbeya,12,6,Mbozi,Mlangali,Ipota
Mbeya,12,3,Kyela,Katumbasongwe,Masokowani
Rukwa,15,2,Sumbawanga Rural,Matai,Muhame
Mwanza,19,6,Geita,Shabaka,S/Center
Dodoma,1,0,Mpwapwa,Gode Gode,Chang'Ombe
Lindi,80,53,Ruangwa,Likunja,Monduli
Mara,20,1,Tarime,Sirari,Mpakani
Mwanza,19,4,Kwimba,Nyambiti,Mondo A
Rukwa,15,4,Sumbawanga Urban,Mazwi,Eden A
Shinyanga,17,1,Bariadi,Kasoli,Nyamikonze
Kigoma,16,1,Kibondo,Rugongowe,Mnazi
Iringa,11,3,Makete,Matamba,Iteve
Manyara,21,2,Hanang,Endasak,Bagaraa
Morogoro,5,1,Kilosa,Lumuma,Isega
Kilimanjaro,3,1,Rombo,Mamsera,Kakuyuni
Mwanza,19,5,Sengerema,Sima,Sima Majengo
Mbeya,12,3,Kyela,Ikolo,Lunanga A
Mbeya,12,1,Chunya,Mamba,Mamba A
Morogoro,5,5,Morogoro Urban,Mbuyuni,Virengwe
Mwanza,19,2,Magu,Malili,Lamboni
Ruvuma,10,3,Mbinga,Matiri,Mwembe
Morogoro,5,1,Kilosa,Ulaya,Muhenda B
Singida,13,2,Singida Rural,Puma,Wibia
Morogoro,5,4,Ulanga,Msogezi,Mpingu
Manyara,21,3,Mbulu,Tlawi,Hamroy
Kagera,18,1,Karagwe,Kituntu,Lutobotobo
Morogoro,5,1,Kilosa,Berega,Msalama
Morogoro,5,1,Kilosa,Mabwerebwere,Kwarukwambe
Shinyanga,17,6,Meatu,Sakasaka,Machimu
Shinyanga,17,1,Bariadi,Lugulu,Burumia
Arusha,2,1,Monduli,Sepeko,Nardoosoito
Mwanza,19,6,Geita,Nkome,Nkome
Singida,13,2,Singida Rural,Ikungu,Nkuhi
Shinyanga,17,1,Bariadi,Lagangabilili,Wala
Rukwa,15,4,Sumbawanga Urban,Old Sumbawanga,Kawama
Mtwara,90,33,Newala,Mkunya,Koloni
Kigoma,16,2,Kasulu,Muhinda,Nyamiguha
Dodoma,1,4,Chamwino,Muungano,Mandela
Shinyanga,17,6,Meatu,Mwandoya,Gisesa
Rukwa,15,1,Mpanda,Inyonga,Shamba
Singida,13,1,Iramba,Mwanga,Hailosi B
Mwanza,19,7,Missungwi,Buhingo,Kakombe
Tanga,4,5,Pangani,Mkalamo,Boza
Mwanza,19,4,Kwimba,Hungumalwa,Nyashimba
Tabora,14,4,Urambo,Uyowa,Skimu
Ruvuma,10,2,Songea Rural,Magagura,Litenga
Tanga,4,1,Lushoto,Tamota,Mlesa
Mwanza,19,1,Ukerewe,Igalla,Kiyozo
Shinyanga,17,1,Bariadi,Sakwe,Mbiti C
Mwanza,19,2,Magu,Lubugo,Sangaika
Singida,13,2,Singida Rural,Ntuntu,Nghuka
Mbeya,12,2,Mbeya Rural,Inyala,Iganjo
Lindi,80,13,Kilwa,Lihimalyo,Mwembe Mtungi
Kigoma,16,3,Kigoma Rural,Kagongo,Ziwani B
Shinyanga,17,5,Bukombe,Lugunga,Buguku
Pwani,6,1,Bagamoyo,Mbwewe,Msete
Pwani,6,2,Kibaha,Mailimoja,Mailimoja
Mbeya,12,3,Kyela,Katumbasongwe,Tekenya
Mara,20,3,Musoma Rural,Nyamimange,Bitotoni
Rukwa,15,2,Sumbawanga Rural,Msanzi,Iyunga
Morogoro,5,3,Kilombero,Utengule,Ndefi
Tabora,14,2,Igunga,Simbo,Bugong'Ho
Kagera,18,8,Chato,Katende,Mwalolera
Shinyanga,17,1,Bariadi,Chinamili,Nkuyu A
Tanga,4,1,Lushoto,Sunga,Kijaie
Arusha,24,30,Karatu,Mang'ola,Gidibashi
Morogoro,5,3,Kilombero,Sanje,Uhuru
Pwani,6,4,Mkuranga,Magawa,Kidugalo
Manyara,21,2,Hanang,Mogitu,Gideshi
Kagera,18,7,Misenyi,Buyango,Kafunjo
Arusha,2,2,Arusha Rural,Bangata,Gwasei
Pwani,6,2,Kibaha,Ruvu,Mkino
Ruvuma,10,2,Songea Rural,Magagura,Majengo
Shinyanga,17,3,Kahama,Kinamapula,Ipandwamela C
Mwanza,19,5,Sengerema,Katwe,Bulima
Mwanza,19,2,Magu,Mwamanga,Isegeng'E
Mtwara,90,33,Masasi,Lulindi,Mchangani
Ruvuma,10,3,Mbinga,Kilosa,Chiwaya
Tanga,4,3,Muheza,Lusanga,Kwemnyefu
Morogoro,5,4,Ulanga,Euga,Mabatini
Tabora,14,4,Urambo,Uyumbu,Mkasiwa
Mara,20,6,Rorya,Mirare,Serebe
Kagera,18,1,Karagwe,Kaisho,America
Rukwa,15,1,Mpanda,Ikola,Utinta B
Morogoro,5,1,Kilosa,Kimamba A,Kimamba Water Supply
Kagera,18,2,Bukoba Rural,Kishanje,Butainamwa
Singida,13,2,Singida Rural,Munga'a,Kinyarimo
Iringa,11,1,Iringa Rural,Ifunda,Lutitili
Ruvuma,10,1,Tunduru,Ligoma,Mlandizi Juu
Mwanza,19,1,Ukerewe,Bukongo,Kanisani
Kagera,18,3,Muleba,Magata/Karutanga,Busindi
Tabora,14,1,Nzega,Nzega Urban,Majengo Majarubani
Ruvuma,10,4,Songea Urban,Ruhuwiko,Ruhuwiko
Dodoma,1,1,Kondoa,Kingale,Kunduchi
Morogoro,5,1,Kilosa,Mikumi,Msufini
Tanga,4,3,Muheza,Songa,Kwamianga
Tanga,4,1,Lushoto,Vuga,Kwilili
Manyara,21,4,Simanjiro,Terrat,Imowarak
Iringa,11,2,Mufindi,Ihalimba,U
Dodoma,1,4,Chamwino,Haneti,Mji Mpya
Iringa,11,4,Njombe,Igongolo,Luguya
Iringa,11,4,Njombe,Wanging'ombe,Lukuga
Shinyanga,17,8,Kishapu,Bunambiu,Mshikamana
Mwanza,19,1,Ukerewe,Nakatuguru,Moterugali
Dodoma,1,5,Dodoma Urban,Chihanga,Muungano
Dodoma,1,1,Mpwapwa,Lumuma,Njia Panda
Kagera,18,8,Chato,Kigongo,Mtakuja
Tanga,4,7,Kilindi,Msanja,Kisangala
Tabora,14,5,Sikonge,Igigwa,Tumbili
Morogoro,5,3,Kilombero,Chita,Idunda
Tabora,14,1,Nzega,Ikindwa,Inyengeja
Mtwara,90,63,Nanyumbu,Nangomba,Msikitini
Mwanza,19,5,Kwimba,Mwagi,Lugongo
Kagera,18,30,Ngara,Kabanga,Murukukumbo Chini
Dodoma,1,4,Chamwino,Muungano,Azimio
Morogoro,5,1,Kilosa,Kimamba B,Kilosdscsa
Kilimanjaro,3,4,Moshi Rural,Marangu Mashariki,Mnandeyeni A
Dodoma,1,1,Kondoa,Makorongo,Chase-Shuleni
Lindi,80,23,Lindi Rural,Mtama,Msiondoke
Morogoro,5,4,Ulanga,Ngoheranga,Tanga B
Tanga,4,1,Lushoto,Mnazi,Langoni Maduka
Shinyanga,17,6,Meatu,Itinje,Nkindwabiye
Kigoma,16,1,Kibondo,Rugongowe,Nyakichacha
Rukwa,15,3,Nkasi,Chala,Kamatochi
Rukwa,15,2,Sumbawanga Rural,Sopa,Nyangu
Tabora,14,4,Urambo,Urambo,Majengo Yatabora
Mbeya,12,3,Kyela,Ikama,Mwankenja
Pwani,6,6,Mafia,Baleni,Mshonzini
Singida,13,2,Singida Rural,Maghojea,Muongozo
Morogoro,5,5,Morogoro Urban,Kilakala,Bwinila
Mbeya,12,1,Chunya,Lupa tingatinga,Ukombozi
Mtwara,90,33,Masasi,Mbuyuni,Kisiwani
Dodoma,1,5,Dodoma Urban,Hombolo,Malecela
Tanga,4,1,Lushoto,Malindi,Kwemchaku B
Singida,13,1,Iramba,Gumanga,Madukani
Kigoma,16,2,Kasulu,Muhunga,Mululinzi
Dodoma,1,5,Dodoma Urban,Mkonze,Azimio
Shinyanga,17,6,Meatu,Mwamalole,Njiapanda
Dodoma,1,4,Chamwino,Makang'wa,Mazengo
Mtwara,9,4,Tandahimba,Mdimba Mnyoma,Mnauya
Shinyanga,17,8,Kishapu,Talaga,Mwamawe
Mwanza,19,1,Ukerewe,Ngoma,Iringo
Dodoma,1,6,Bahi,Chibelela,Azimio
Lindi,80,23,Lindi Rural,Milola,Kotazi
Mwanza,19,4,Kwimba,Mwang'halanga,Maguha
Manyara,21,5,Kiteto,Kijungu,Ngusero Manyata
Mtwara,90,33,Masasi,Lulindi,Msimbati
Dodoma,1,1,Mpwapwa,Kibakwe,Ilolo
Kilimanjaro,3,1,Rombo,Nanjara Reha,Mengirisia
Dodoma,1,6,Bahi,Bahi,Mwanac
Iringa,11,4,Njombe,Imalinyi,Uhepere
Tanga,4,2,Korogwe,Mnyuzi,Msikitini
Shinyanga,17,80,Kishapu,Masanga,Munge
Mbeya,12,3,Kyela,Ngana,Mwega
Kagera,18,2,Bukoba Rural,Rubafu,Kabengwa
Tanga,4,2,Korogwe,Mazinde,Kisiwani Juu
Shinyanga,17,3,Kahama,Busangi,Bubanga
Tanga,4,2,Korogwe,Mazinde,Mgelema
Shinyanga,17,5,Bukombe,Nyasato,Bulugala B
Mtwara,90,33,Masasi,Mwena,Lukuju
Shinyanga,17,3,Kahama,Ukune,Kundikili Magharibi B
Ruvuma,10,3,Mbinga,Mbuji,Njala
Shinyanga,17,1,Bariadi,Mbita,Itubukilo B
Shinyanga,17,6,Meatu,Kisesa,Chungu
Pwani,60,33,Kisarawe,Cholesamvula,Shule
Kagera,18,7,Misenyi,Bwanjai,Kihanga
Ruvuma,10,1,Tunduru,Namwinyu,Amani
Lindi,80,53,Ruangwa,Malolo,Magangani
Kagera,18,30,Ngara,Murusagamba,Murubanga
Lindi,80,53,Ruangwa,Malolo,Mafurikoni
Shinyanga,17,1,Bariadi,Nkololo,Mwababuli
Rukwa,15,2,Sumbawanga Rural,Katazi,Senga
Kigoma,16,1,Kibondo,Mabamba,Bigoro
Shinyanga,17,3,Kahama,Nyandekwa,Ibadela
Mara,20,2,Serengeti,Busawe,Remase
Shinyanga,17,3,Kahama,Bulungwa,Mtakuja
Lindi,80,43,Liwale,Kiangara,Naundumbi
Mwanza,19,4,Kwimba,Malya,Mwitambu C
Iringa,11,7,Kilolo,Ukwega,Matambo
Shinyanga,17,5,Bukombe,Ikunguigazi,Shibui
Tabora,14,1,Nzega,Mbogwe,Mwangongo
Morogoro,5,1,Kilosa,Zombo,Shuleni
Kagera,18,3,Muleba,Ijumbi,Kashekulo
Mbeya,12,7,Mbarali,Igurusi,Mshikamano
Singida,13,4,Singida Urban,Unyamikumbi,Kitope
Kagera,18,30,Ngara,Rulenge,Murubanga
Morogoro,5,2,Morogoro Rural,Mkuyuni,Shuleni
Singida,13,4,Singida Urban,Mtamaa,Pimbighani
Mwanza,19,7,Missungwi,Kijima,Isageng'E
Dar es Salaam,7,3,Temeke,Kimbiji,Zahanati
Rukwa,15,4,Sumbawanga Urban,Matanga,Kaloleni
Arusha,2,7,Meru,Mbuguni,Huduma
Mtwara,90,33,Masasi,Mchauru,Samora
Kagera,18,1,Karagwe,Bugene,Kibombo
Shinyanga,17,6,Meatu,Mwandoya,Kalangale
Shinyanga,17,1,Bariadi,Mbita,Mwaliku
Tanga,4,5,Pangani,Mikunguni,Kirupu
Shinyanga,17,1,Bariadi,Somanda,Mwanyilili
Mwanza,19,4,Kwimba,Lyoma,Kimiza B
Morogoro,5,2,Morogoro Rural,Ngerengere,Vianzi
Tabora,14,3,Uyui,Kizengi,Kalola Njiapanda
Mtwara,90,33,Newala,Makote,Chikongora
Ruvuma,10,5,Namtumbo,Mgombasi,Kirundamawe
Pwani,60,33,Kisarawe,Msimbu,Bokela
Shinyanga,17,5,Bukombe,Mbogwe,Muhande
Rukwa,15,1,Mpanda,Magamba,Makongolo
Morogoro,5,3,Kilombero,Chisano,Mgolafinyonge
Iringa,11,3,Makete,Iniho,Matulunga
Mwanza,19,6,Geita,Kakora,Bululu
Shinyanga,17,2,Maswa,Shishiyu,Ilobi
Mara,20,4,Bunda,Sazira,Kuruseru
Tanga,4,5,Pangani,Bushiri,Kijiweni
Shinyanga,17,3,Shinyanga Rural,Samuye,Tinde
Ruvuma,10,4,Songea Rural,Lilambo,Muungano B
Mwanza,19,7,Missungwi,Usagara,Fella B
Kagera,18,3,Muleba,Ngenge,Mabaregera
Kilimanjaro,3,4,Moshi Rural,Mamba Kusini,Kosuru
Mwanza,19,6,Geita,Bukoli,Ccm
Morogoro,5,4,Ulanga,Mwaya,Mzizima
Mbeya,12,6,Mbozi,Mlangali,Mwandanji
Tanga,4,1,Lushoto,Mwangoi,Makuyuni
Tabora,14,1,Nzega,Miguwa,Mwanzoli B
Kigoma,16,1,Kibondo,Busagara,Mumana B
Pwani,60,43,Mkuranga,Mwalusembe,Ngohomole
Singida,13,1,Iramba,Iguguno,Iguguno
Dodoma,1,5,Dodoma Urban,Zuzu,Sokoine B
Shinyanga,17,1,Bariadi,Sakwe,Lugongo
Kilimanjaro,3,7,Siha,Siha Kati,Soitolomu
Kagera,18,1,Karagwe,Kaisho,Bwaira
Mbeya,12,7,Mbarali,Madibira,Chalisuka
Mtwara,90,33,Masasi,Chigungu,Benako
Shinyanga,17,1,Bariadi,Bariadi,Butiama
Lindi,80,23,Lindi Rural,Kiwalala,Kawaw
Shinyanga,17,1,Bariadi,Nkololo,Isanga
Mbeya,12,2,Mbeya Rural,Bonde la Songwe,Igodimwa
Shinyanga,17,1,Bariadi,Nkololo,Ikunguliboba
Tanga,4,8,Mkinga,Moa,Kati
Tanga,4,3,Muheza,Nkumba,Kwasekibaja
Mara,20,2,Serengeti,Manchira,Nyasho
Kilimanjaro,3,5,Hai,Masama Rundugai,Sokoni
Shinyanga,17,8,Kishapu,Uchunga,Itinje
Pwani,6,3,Kisarawe,Mafinzi,Kipora
Kagera,18,8,Chato,Buziku,Mbugani
Ruvuma,10,3,Mbinga,Kigonsera,Masango
Mara,20,2,Serengeti,Ikoma,Ikoma Bush
Mwanza,19,7,Missungwi,Lubiri,Ilobi B
Shinyanga,17,3,Kahama,Chona,Nsalaba B
Kilimanjaro,3,3,Same,Mwembe,Kwanduju
Kigoma,16,1,Kibondo,Kakonko,Nyalugomelo
Dodoma,1,1,Mpwapwa,Wotta,Ihanza
Ruvuma,10,1,Tunduru,Lukumbule,Mabibo
Mwanza,19,4,Kwimba,Mwabomba,Maloha
Mwanza,19,6,Geita,Kalangalala,Kumbayaga
Kigoma,16,2,Kasulu,Rungwe Mpya,Nyakafyeke
Singida,13,3,Manyoni,Heka Azimio,Heka Kati
Tanga,4,6,Handeni,Sindeni,Shule
Kilimanjaro,3,4,Moshi Rural,Arusha Chini,Mswakini
Ruvuma,10,1,Tunduru,Muhuwesi,Mtakuja
Iringa,11,7,Kilolo,Ukumbi,Mjimwema
Morogoro,5,1,Kilosa,Chakwale,Mikiyo
Mara,20,4,Bunda,Kisorya,Kivukoni
Tanga,4,2,Korogwe,Korogwe,Chang'Ombe
Pwani,6,1,Bagamoyo,Talawanda,Misufini
Mwanza,19,6,Geita,Kasamwa,Kayenze
Mwanza,19,6,Geita,Busolwa,Ndelwa 'B'
Mwanza,19,4,Kwimba,Mwamala,Mwanyachiza
Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,Karango B
Morogoro,5,2,Morogoro Rural,Selambala,Umoja
Ruvuma,10,1,Tunduru,Nandembo,Nangunguru
Shinyanga,17,6,Meatu,Kisesa,Mwabagonde
Mwanza,19,6,Geita,Kakora,Kotongo Store
Shinyanga,17,8,Kishapu,Kishapu,Misheni
Dodoma,1,4,Chamwino,Mphwayungu,Idugala
Tabora,14,1,Nzega,Lusu,Bujinja
Arusha,2,2,Arusha Rural,Olkokola,Kimoli
Singida,13,1,Iramba,Kaselya,Mwando
Iringa,11,7,Kilolo,Udekwa,Ifua
Kilimanjaro,3,4,Moshi Rural,Kimochi,Kitimbirihu
Mara,20,4,Bunda,Hunyari,Majengo
Kagera,18,2,Bukoba Rural,Rubafu,Mkoko
Tanga,4,8,Mkinga,Mhinduro,Kauzeni
Singida,13,2,Singida Rural,Sepuko,Italala Magharibi
Morogoro,5,1,Kilosa,Chakwale,Songambele
Kigoma,16,1,Kibondo,Mabamba,Nyamigombero
Pwani,60,53,Rufiji,Mchukwi,Mkaniga
Manyara,21,1,Babati,Magugu,Madibira
Shinyanga,17,3,Kahama,Bugarama,Kihunzi
Mwanza,19,6,Geita,Nzera,Mhengelo
Ruvuma,10,4,Songea Urban,Lizaboni,Pachanne
Rukwa,15,2,Sumbawanga Rural,Sopa,Kikanka
Tanga,4,8,Mkinga,Maramba,Shuleni Kiumbo
Morogoro,5,2,Morogoro Rural,Selambala,Chankwama
Mbeya,12,6,Mbozi,Nambinzo,Shiloga
Rukwa,15,3,Nkasi,Wampelembe,Nachaombs
Ruvuma,10,2,Songea Rural,Gumbiro,Handeni
Ruvuma,10,5,Namtumbo,Mkongo,Mapinduzi
Tanga,4,1,Lushoto,Soni,Shashui
Mbeya,12,1,Chunya,Mamba,Mamba C
Shinyanga,17,6,Meatu,Mwanhunzi,Mission
Iringa,11,5,Ludewa,Mlangali,Liwigi
Morogoro,5,1,Kilosa,Mamboya,Migungani
Ruvuma,10,3,Mbinga,Mbamba bay,Mchangani
Shinyanga,17,1,Bariadi,Sagata,Mwamtani B
Mtwara,90,63,Nanyumbu,Nanyumbu,Mnawa
Shinyanga,17,3,Shinyanga Rural,Solwa,Buhamba
Mwanza,19,1,Ukerewe,Mukituntu,Songambele B
Ruvuma,10,3,Mbinga,Liuli,Shule
Kigoma,16,3,Kigoma Rural,Kagongo,Kitobe
Singida,13,2,Singida Rural,Mtinko,Madukani Kat
Lindi,80,13,Kilwa,Miteja,Tulawandu
Mbeya,12,6,Mbozi,Halungu,Mtakuja
Kilimanjaro,3,2,Mwanga,Kilomeni,Vamba
Ruvuma,10,2,Songea Rural,Magagura,Magagura B
Kagera,18,3,Muleba,Kishanda,Bujumba
Mtwara,90,33,Newala,Malatu,Tupendane2
Kagera,18,1,Karagwe,Rwabere,Kangarubingo
Mbeya,12,6,Mbozi,Iyula,Nswiga
Tanga,4,6,Handeni,Kabuku,Magomeni
Pwani,60,53,Rufiji,Mkongo,Usende
Kilimanjaro,3,3,Same,Maore,Hemisala
Singida,13,1,Iramba,Ntwike,Kyulungu
Shinyanga,17,1,Bariadi,Nyakabindi,Sengerma
Kilimanjaro,3,2,Mwanga,Kwakoa,Mgigili
Mtwara,90,33,Masasi,Nanganga,Raha Leo
Mbeya,12,7,Mbarali,Utengule Usangu,Ubanyumela
Shinyanga,17,3,Kahama,Ntobo,Buganzu
Arusha,2,5,Ngorongoro,Digodigo,Ahara
Shinyanga,17,3,Kahama,Kinaga,Mwamandi
Mwanza,19,4,Kwimba,Hungumalwa,Hungumalwa B Nkalango
Dodoma,1,4,Chamwino,Majeleko,Mbelezungu B
Tabora,14,1,Nzega,Mwakanshashala,Ugembeii Centre
Rukwa,15,3,Nkasi,Mtenga,Ntamanywa
Mwanza,19,2,Magu,Mkula,Mwabasabi
Mtwara,99,1,Mtwara Rural,Ndumbwe,Mbuojuu
Kagera,18,1,Karagwe,Nyakahanga,Kitumbi
Mara,20,2,Serengeti,Nyamatare,Kemugongob
Mwanza,19,1,Ukerewe,Namilembe,Mkombozi
Morogoro,5,4,Ulanga,Lupiro,Milola Juu
Dodoma,1,4,Chamwino,Ikowa,Butihama
Shinyanga,17,1,Bariadi,Somanda,Nyasosi A
Kagera,18,8,Chato,Muganza,Muungano
Iringa,11,4,Njombe,Igosi,Ung'Eng'E
Shinyanga,17,1,Meatu,Lingeka,Tembo
Kigoma,16,1,Kibondo,Kumsenga,Kigwe
Iringa,11,2,Mufindi,Isalavanu,L
Tabora,14,1,Nzega,Karitu,Idanda
Singida,13,3,Manyoni,Chikuyu,Nkambala
Shinyanga,17,5,Bukombe,Ilolangulu,Ikobe A
Mwanza,19,6,Geita,Kharumwa,Rasi
Mara,20,4,Bunda,Nyamhula,Afrika Yakati
Mara,20,1,Tarime,Manga,Center
Mwanza,19,2,Magu,Mwamabanza,Mwalinha
Manyara,21,2,Hanang,Balangidalalu,Mwanina
Rukwa,15,1,Mpanda,Sitalike,Mugolokani
Tanga,4,1,Lushoto,Sunga,Mgambo
Shinyanga,17,8,Kishapu,Kishapu,Mhunze Ya Juu
Ruvuma,10,4,Songea Rural,Lilambo,Kanisani
Kilimanjaro,3,5,Hai,Machame Kusini,Usambaani
Singida,13,2,Singida Rural,Ughandi,Jamhuri
Pwani,60,53,Rufiji,Kibiti,Mtawa
Mwanza,19,4,Kwimba,Ngulla,Sega
Singida,13,1,Iramba,Ulemo,Kiele
Kagera,18,4,Biharamulo,Nyakahura,Kibamba
Kagera,18,4,Biharamulo,Nyarubungo,Nyankeya
Shinyanga,17,1,Bariadi,Nkoma,Nkoma Juu
Dodoma,1,4,Chamwino,Iringa Mvumi,Muungano
Mtwara,99,1,Mtwara Rural,Kiromba,Madukani
Shinyanga,17,3,Kahama,Ntobo,Izengwe
